id,title,author,isbn,parent_genre,genre,sub_genre,price,pages,publisher,year,description
340,Harry Potter Box Set: The Complete Collection (Children’s Paperback),J.K. Rowling,9784717099911,Children & Young Adult,Children's Books,"Fantasy, Science Fiction & Horror",30.64,816,Penguin Books,2005,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
341,Harry Potter Box Set: The Complete Collection (Children’s Paperback),J.K. Rowling,9781684602236,Children & Young Adult,Children's Books,Fantasy,30.64,915,Hachette Livre,1985,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
342,Harry Potter Box Set: The Complete Collection (Children’s Paperback),J.K. Rowling,9787252175257,Fiction,Literature & Fiction,"Fantasy, Horror & Science Fiction",30.64,1199,Penguin Books,2009,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
343,Harry Potter Box Set: The Complete Collection (Children’s Paperback),J.K. Rowling,9784329271297,Fiction,"Fantasy, Horror & Science Fiction",Fantasy,30.64,227,Oxford University Press,2007,"Narración brillante que combina suspense, emoción y reflexión filosófica."
344,Room on the Broom,Julia Donaldson,9786760083503,Children & Young Adult,Children's Books,Fantasy,3.2,777,HarperCollins,1969,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
345,Room on the Broom,Julia Donaldson,9780033542165,Children & Young Adult,Children's Books,Holidays & Celebrations,3.2,459,Scholastic,1992,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
346,Broken Bonds (The Bonds that Tie Book 1),J Bree,9782104478988,Fiction,Romance,Paranormal,4.54,1161,Macmillan Publishers,1959,"Narración brillante que combina suspense, emoción y reflexión filosófica."
347,Spot - Original Lift The Flap,Eric Hill,9785753260339,Children & Young Adult,Children's Books,Animals & Pets,2.85,1096,Simon & Schuster,1973,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
348,"Powerless: The must-read, small-town romance and TikTok bestseller! (Chestnut Springs Book 3)",Elsie Silver,9789821506487,Fiction,Romance,Small Town Romance,3.57,469,Vintage Books,2023,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
349,"Powerless: The must-read, small-town romance and TikTok bestseller! (Chestnut Springs Book 3)",Elsie Silver,9780100167613,Fiction,Romance,Western & Frontier,3.57,504,Penguin Books,1993,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
350,"Powerless: The must-read, small-town romance and TikTok bestseller! (Chestnut Springs)",Elsie Silver,9782304618492,Fiction,Romance,Western & Frontier,5.18,1050,Oxford University Press,2008,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
351,"Powerless: The must-read, small-town romance and TikTok bestseller! (Chestnut Springs Book 3)",Elsie Silver,9781891411739,Fiction,Romance,Alpha Male,3.57,1105,Oxford University Press,2017,"Narración brillante que combina suspense, emoción y reflexión filosófica."
352,The Monk Who Sold His Ferrari,Robin Sharma,9788356420878,Lifestyle & Leisure,"Health, Family & Personal Development",Personal Transformation,2.05,801,Random House,2005,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
353,Norse Mythology,Neil Gaiman,9783001197214,Fiction,Literature & Fiction,"Myths, Legends & Sagas",1.48,810,Vintage Books,1952,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
354,Percy Jackson and the Sea of Monsters [Paperback] Rick Riordan,Rick Riordan,9784374470129,Children & Young Adult,Children's Books,Fantasy,3.24,362,Oxford University Press,2001,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
355,Percy Jackson and the Sea of Monsters [Paperback] Rick Riordan,Rick Riordan,9785611002251,Children & Young Adult,Children's Books,"Fairy Tales, Folk Tales & Myths",3.24,217,Scholastic,2023,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
356,Percy Jackson and the Sea of Monsters [Paperback] Rick Riordan,Rick Riordan,9784155216678,Children & Young Adult,Children's Books,Mysteries & Curiosities,3.24,978,Penguin Books,1987,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
357,THE RICHEST MAN IN BABYLON (PB),George S. Clason,9786212021696,Business & Law,Business & Economics,Analysis & Strategy,1.09,955,Bloomsbury Publishing,1950,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
358,THE RICHEST MAN IN BABYLON (PB),George S. Clason,9782965902771,Business & Law,Business & Economics,Economics,1.09,850,Bloomsbury Publishing,1999,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
359,Consider Me: 1 (Playing for Keeps),Becka Mack,9780145089938,Fiction,Romance,Sports,3.71,225,Penguin Books,1952,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
360,"Reckless: The must-read, small-town romance and TikTok bestseller! (Chestnut Springs Book 4)",Elsie Silver,9789163756284,Fiction,Romance,Enemies to Lovers,2.72,240,HarperCollins,1951,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
361,"Reckless: The must-read, small-town romance and TikTok bestseller! (Chestnut Springs Book 4)",Elsie Silver,9782877217537,Fiction,Romance,Western & Frontier,2.72,340,Simon & Schuster,1978,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
362,"Reckless: The must-read, small-town romance and TikTok bestseller! (Chestnut Springs Book 4)",Elsie Silver,9788386631776,Fiction,Romance,Small Town Romance,2.72,1139,Scholastic,1991,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
363,The Wicked King (The Folk of the Air #2),Holly Black,9787751701660,Children & Young Adult,Teen & Young Adult,Science Fiction & Fantasy,2.49,690,Random House,2004,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
364,The Wicked King (The Folk of the Air #2),Holly Black,9780199488379,Children & Young Adult,Children's Books,Fantasy,3.42,286,Macmillan Publishers,1969,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
365,The Wrong Bride: Ares and Raven's Story (The Windsors),Catharina Maura,9783758997579,Fiction,Romance,Contemporary,3.02,321,HarperCollins,1983,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
366,The Five-Star Weekend,Elin Hilderbrand,9780554885109,Fiction,Romance,Holidays,5.06,1101,Random House,1978,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
367,Greenlights: Raucous stories and outlaw wisdom from the Academy Award-winning actor,Matthew McConaughey,9786149331637,Lifestyle & Leisure,"Arts, Film & Photography",Cinema & Broadcast,4.09,552,Hachette Livre,1991,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
368,Greenlights: Raucous stories and outlaw wisdom from the Academy Award-winning actor,Matthew McConaughey,9781609177987,Lifestyle & Leisure,"Arts, Film & Photography",Cinema & Broadcast,4.28,185,Penguin Books,2018,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
369,The Curious Incident of the Dog in the Night-time : Vintage Children's Classics,Mark Haddon,9788086978292,Children & Young Adult,Children's Books,Crime & Thriller,2.85,1187,Macmillan Publishers,2008,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
370,Elon Musk (B),Ashlee Vance,9786995866938,Business & Law,Business & Economics,Industries,4.34,757,Vintage Books,1975,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
371,Elon Musk,Ashlee Vance,9784722698484,Business & Law,Business & Economics,Industries,9.02,126,Simon & Schuster,2023,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
372,The Mark of Athena (Heroes of Olympus Book 3),Rick Riordan,9783394522881,Children & Young Adult,Children's Books,Fantasy,2.85,538,Scholastic,1995,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
373,Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,9788799684608,Non-Fiction,Society & Social Sciences,Anthropology,10.53,673,Bloomsbury Publishing,2023,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
374,"Homo Deus: A Brief History of Tomorrow Harari, Yuval Noah",Yuval Noah Harari,9786200342447,Science & Technology,"Sciences, Technology & Medicine",Biology & Life Sciences,4.39,594,Random House,1969,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
375,"Homo Deus: A Brief History of Tomorrow Harari, Yuval Noah",Yuval Noah Harari,9783805719833,Non-Fiction,Society & Social Sciences,Society & Culture,4.39,879,Penguin Books,1974,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
376,"Homo Deus: ‘An intoxicating brew of science, philosophy and futurism’ Mail on Sunday",Yuval Noah Harari,9788406665806,Non-Fiction,Society & Social Sciences,Anthropology,2.75,812,Macmillan Publishers,1968,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
377,"Homo Deus: A Brief History of Tomorrow Harari, Yuval Noah",Yuval Noah Harari,9789735989333,Non-Fiction,Society & Social Sciences,Anthropology,4.39,219,Macmillan Publishers,1976,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
378,The 5 AM Club,Robin Sharma,9781228160642,Business & Law,Business & Economics,Analysis & Strategy,2.64,403,Scholastic,1989,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
379,The 5 AM Club,Robin Sharma,9782940572023,Lifestyle & Leisure,"Health, Family & Personal Development",Personal Transformation,2.64,669,Oxford University Press,1973,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
380,"PUBLICATION MANUAL OF THE AMERICAN PSYCHOLOGICAL ASSOCIATION, 7TH EDITION",American Psychological Association,9789479851583,Education,"Language, Linguistics & Writing",Writing Guides,12.31,233,HarperCollins,1962,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
381,Looking for Alaska,John Green,9781826886152,Children & Young Adult,Teen & Young Adult,Romance,2.57,1174,Oxford University Press,1953,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
382,Percy Jackson and the Last Olympian (Book 5) [Paperback] Rick Riordan,Rick Riordan,9785543987804,Children & Young Adult,Children's Books,Fantasy,2.85,574,Hachette Livre,2018,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
383,Percy Jackson and the Last Olympian (Book 5) [Paperback] Rick Riordan,Rick Riordan,9783993056160,Children & Young Adult,Children's Books,"Fairy Tales, Folk Tales & Myths",2.85,1140,Vintage Books,1955,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
384,Percy Jackson and the Titan's Curse [Paperback] Rick Riordan,Rick Riordan,9780858877049,Children & Young Adult,Children's Books,Mysteries & Curiosities,3.4,1104,HarperCollins,1966,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
385,Percy Jackson and the Titan's Curse [Paperback] Rick Riordan,Rick Riordan,9781128801331,Children & Young Adult,Children's Books,"Fairy Tales, Folk Tales & Myths",3.4,719,Vintage Books,2019,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
386,Percy Jackson and the Titan's Curse [Paperback] Rick Riordan,Rick Riordan,9788612075011,Children & Young Adult,Children's Books,Fantasy,3.4,897,Hachette Livre,1994,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
387,The Spy and the Traitor: The Greatest Espionage Story of the Cold War,Ben Macintyre,9784819346679,Non-Fiction,Politics,International Relations & Globalization,10.53,196,HarperCollins,1958,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
388,"The Spy and the Traitor: The Greatest Espionage Story of the Cold War MacIntyre, Ben",Ben MacIntyre,9780618091900,Non-Fiction,Politics,Freedom & Security,4.47,1198,HarperCollins,1991,"Narración brillante que combina suspense, emoción y reflexión filosófica."
389,The Spy and the Traitor: The Greatest Espionage Story of the Cold War,Ben Macintyre,9781449147669,Non-Fiction,Politics,Freedom & Security,10.53,307,HarperCollins,1990,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
390,"The Spy and the Traitor: The Greatest Espionage Story of the Cold War MacIntyre, Ben",Ben MacIntyre,9788326842452,Non-Fiction,Politics,International Relations & Globalization,4.47,1044,Random House,1979,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
391,Zero to One (L),Peter Thiel,9782100996885,Business & Law,Business & Economics,Analysis & Strategy,4.23,618,HarperCollins,1976,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
392,Zero to One (L),Peter Thiel,9785368222390,Business & Law,Business & Economics,Economics,4.23,141,Random House,1975,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
393,The Girl In Room 105,Chetan Bhagat,9782908781410,Fiction,Literature & Fiction,"Crime, Thriller & Mystery",1.9,146,Oxford University Press,1988,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
